review_id,review_rating,review_text,review_date,reviewer_id,product_id
REV22603,1,bad,2023-04-07,CUST4377,PROD106
REV22604,4,good,2022-09-14,CUST5324,PROD103
REV22605,1,average,2024-03-16,CUST2600,PROD101
REV22606,1,very good,2025-08-12,CUST2329,PROD114
REV22607,2,bad,2023-01-06,CUST2668,PROD108
REV22608,2,very good,2023-10-25,CUST5771,PROD100
REV22609,1,very bad,2024-06-10,CUST4549,PROD108
REV22610,2,average,2023-05-01,CUST3195,PROD113
REV22611,4,very bad,2024-09-08,CUST3837,PROD103
REV22612,4,very bad,2024-10-20,CUST1060,PROD101
REV22613,5,very bad,2024-02-12,CUST5909,PROD110
REV22614,2,bad,2024-02-25,CUST4777,PROD111
REV22615,1,good,2024-10-17,CUST2771,PROD103
REV22616,5,good,2023-05-04,CUST1587,PROD105
REV22617,4,bad,2025-08-16,CUST5377,PROD109
REV22618,1,bad,2024-11-08,CUST4998,PROD110
REV22619,3,very bad,2025-04-09,CUST5187,PROD107
REV22620,4,very good,2023-09-26,CUST1163,PROD100
REV22621,2,good,2022-12-12,CUST2658,PROD105
REV22622,1,very good,2023-04-03,CUST5840,PROD111
REV22623,1,bad,2023-05-16,CUST2747,PROD113
REV22624,3,good,2024-02-16,CUST1347,PROD102
REV22625,3,very bad,2025-06-18,CUST3333,PROD108
REV22626,4,very bad,2025-07-02,CUST1192,PROD106
REV22627,4,very good,2023-08-30,CUST2370,PROD104
REV22628,5,very good,2025-05-28,CUST1716,PROD111
REV22629,4,very good,2023-10-21,CUST5848,PROD113
REV22630,5,bad,2024-06-15,CUST4383,PROD103
REV22631,3,good,2022-12-07,CUST2137,PROD105
REV22632,3,bad,2023-06-19,CUST1209,PROD108
REV22633,3,bad,2023-10-09,CUST5539,PROD107
REV22634,5,good,2024-11-24,CUST4141,PROD101
REV22635,2,very good,2024-04-17,CUST1569,PROD107
REV22636,1,average,2025-01-15,CUST1842,PROD106
REV22637,1,bad,2023-03-25,CUST1000,PROD108
REV22638,4,bad,2023-06-02,CUST1259,PROD109
REV22639,4,bad,2023-09-12,CUST5282,PROD113
REV22640,1,good,2025-02-28,CUST1268,PROD111
REV22641,2,good,2024-03-04,CUST3607,PROD105
REV22642,1,average,2024-05-23,CUST5656,PROD111
REV22643,2,bad,2023-11-20,CUST1356,PROD110
REV22644,5,good,2025-01-10,CUST2843,PROD109
REV22645,4,very good,2024-08-24,CUST2404,PROD110
REV22646,1,very good,2022-10-28,CUST2868,PROD107
REV22647,5,very bad,2023-12-07,CUST2168,PROD114
REV22648,1,very good,2025-06-25,CUST4305,PROD114
REV22649,1,bad,2025-08-04,CUST1733,PROD109
REV22650,1,very bad,2024-12-09,CUST1080,PROD109
REV22651,4,average,2024-05-24,CUST1517,PROD105
REV22652,2,bad,2024-08-13,CUST1232,PROD114
REV22653,1,very bad,2023-09-26,CUST4803,PROD111
REV22654,1,good,2024-07-19,CUST3365,PROD104
REV22655,1,very good,2024-02-27,CUST5530,PROD105
REV22656,4,average,2024-12-12,CUST2628,PROD108
REV22657,2,very bad,2024-03-07,CUST4264,PROD112
REV22658,3,very good,2023-01-13,CUST3618,PROD107
REV22659,1,very good,2025-06-20,CUST1847,PROD112
REV22660,1,very bad,2025-05-23,CUST5852,PROD114
REV22661,4,average,2022-09-14,CUST5256,PROD106
REV22662,4,bad,2023-02-21,CUST5726,PROD103
REV22663,1,good,2025-08-24,CUST2224,PROD112
REV22664,3,good,2023-06-19,CUST2120,PROD106
REV22665,3,good,2024-08-31,CUST4876,PROD107
REV22666,3,very good,2023-04-22,CUST2285,PROD109
REV22667,3,good,2025-08-16,CUST4521,PROD107
REV22668,1,bad,2025-02-09,CUST4807,PROD114
REV22669,4,very bad,2024-04-27,CUST5722,PROD113
REV22670,5,very good,2023-06-12,CUST5001,PROD107
REV22671,3,very good,2025-02-25,CUST2499,PROD108
REV22672,5,bad,2023-09-04,CUST4102,PROD111
REV22673,1,bad,2023-04-30,CUST5104,PROD113
REV22674,4,bad,2025-07-12,CUST4859,PROD107
REV22675,5,good,2023-11-01,CUST1779,PROD101
REV22676,1,good,2025-07-06,CUST1279,PROD100
REV22677,3,bad,2023-05-21,CUST1586,PROD105
REV22678,3,bad,2023-02-16,CUST5808,PROD114
REV22679,3,very good,2024-02-11,CUST3955,PROD100
REV22680,2,very bad,2025-06-22,CUST1204,PROD106
REV22681,5,good,2023-12-28,CUST3326,PROD107
REV22682,1,average,2022-10-27,CUST1480,PROD110
REV22683,2,bad,2024-11-15,CUST3558,PROD108
REV22684,3,good,2024-05-09,CUST1726,PROD103
REV22685,4,very bad,2023-12-17,CUST5020,PROD110
REV22686,4,good,2023-09-08,CUST2621,PROD112
REV22687,5,very good,2023-02-01,CUST1819,PROD113
REV22688,3,very good,2023-07-13,CUST5201,PROD109
REV22689,5,very bad,2024-06-10,CUST5916,PROD104
REV22690,5,average,2022-09-12,CUST3960,PROD106
REV22691,2,bad,2024-11-16,CUST4236,PROD107
REV22692,2,very good,2022-11-27,CUST1204,PROD111
REV22693,2,good,2023-03-07,CUST1305,PROD105
REV22694,5,bad,2024-08-18,CUST5116,PROD104
REV22695,1,average,2022-11-20,CUST5792,PROD105
REV22696,4,good,2024-05-23,CUST3702,PROD109
REV22697,4,average,2024-10-19,CUST5701,PROD108
REV22698,4,very good,2023-01-14,CUST3837,PROD110
REV22699,5,very good,2023-08-22,CUST1095,PROD105
REV22700,5,average,2024-11-14,CUST2760,PROD110
REV22701,4,good,2023-01-20,CUST2922,PROD104
REV22702,4,good,2023-04-30,CUST3306,PROD109
REV22703,1,very good,2023-12-25,CUST4155,PROD109
REV22704,4,bad,2022-10-07,CUST5277,PROD109
REV22705,5,average,2025-08-18,CUST4921,PROD113
REV22706,3,good,2024-12-07,CUST3717,PROD100
REV22707,4,bad,2023-03-09,CUST1729,PROD110
REV22708,2,very bad,2025-08-08,CUST1020,PROD102
REV22709,4,very good,2024-03-13,CUST3089,PROD106
REV22710,4,very bad,2024-11-29,CUST5315,PROD107
REV22711,4,bad,2024-12-18,CUST2759,PROD113
REV22712,2,very bad,2023-05-18,CUST5384,PROD107
REV22713,2,very bad,2022-11-13,CUST2067,PROD105
REV22714,5,average,2025-03-03,CUST4347,PROD101
REV22715,5,average,2023-10-23,CUST1833,PROD107
REV22716,1,good,2025-07-21,CUST3274,PROD109
REV22717,2,very bad,2024-07-25,CUST3049,PROD102
REV22718,2,average,2022-10-02,CUST4327,PROD101
REV22719,3,average,2024-12-13,CUST5422,PROD109
REV22720,5,bad,2025-07-14,CUST5173,PROD114
REV22721,5,very good,2022-12-11,CUST2868,PROD110
REV22722,1,average,2025-06-11,CUST5972,PROD107
REV22723,4,good,2024-06-11,CUST4382,PROD109
REV22724,4,bad,2025-06-07,CUST4017,PROD106
REV22725,1,very bad,2024-01-02,CUST2554,PROD110
REV22726,2,bad,2022-09-21,CUST5713,PROD104
REV22727,2,bad,2023-09-17,CUST4283,PROD103
REV22728,3,very bad,2024-09-24,CUST3939,PROD102
REV22729,5,very bad,2022-10-26,CUST2846,PROD102
REV22730,5,bad,2025-05-26,CUST4193,PROD110
REV22731,2,very bad,2022-10-03,CUST2948,PROD106
REV22732,3,bad,2024-01-24,CUST2481,PROD104
REV22733,4,very bad,2022-09-30,CUST4398,PROD101
REV22734,5,very bad,2022-12-10,CUST2080,PROD100
REV22735,4,very good,2024-12-30,CUST2962,PROD107
REV22736,2,average,2023-12-03,CUST3022,PROD107
REV22737,3,good,2024-03-04,CUST1712,PROD104
REV22738,4,good,2025-03-06,CUST1348,PROD100
REV22739,2,very good,2023-01-27,CUST5418,PROD102
REV22740,3,good,2025-05-10,CUST3433,PROD114
REV22741,4,very bad,2022-10-16,CUST5176,PROD109
REV22742,1,very good,2023-09-06,CUST5217,PROD111
REV22743,1,good,2023-12-08,CUST2149,PROD100
REV22744,5,average,2022-10-06,CUST2677,PROD113
REV22745,5,average,2024-05-27,CUST2055,PROD105
REV22746,2,very bad,2025-03-04,CUST1724,PROD114
REV22747,5,very good,2025-07-15,CUST5034,PROD111
REV22748,4,good,2025-06-26,CUST1945,PROD112
REV22749,2,bad,2022-10-01,CUST3052,PROD114
REV22750,2,good,2024-12-29,CUST2444,PROD102
REV22751,3,average,2023-07-01,CUST5104,PROD110
REV22752,2,very bad,2022-12-21,CUST5172,PROD109
REV22753,3,average,2023-08-11,CUST2897,PROD110
REV22754,4,average,2022-11-04,CUST5009,PROD103
REV22755,3,very good,2022-10-23,CUST4757,PROD105
REV22756,5,average,2024-08-24,CUST1342,PROD109
REV22757,5,average,2024-05-12,CUST4335,PROD111
REV22758,5,average,2025-02-21,CUST1048,PROD114
REV22759,4,bad,2025-01-17,CUST2581,PROD104
REV22760,3,bad,2025-03-07,CUST1953,PROD108
REV22761,5,very good,2025-08-02,CUST2485,PROD101
REV22762,4,very good,2024-10-09,CUST4592,PROD106
REV22763,2,good,2025-08-22,CUST1616,PROD105
REV22764,3,bad,2023-11-11,CUST1459,PROD106
REV22765,3,average,2023-10-22,CUST3845,PROD111
REV22766,2,average,2024-12-21,CUST1556,PROD113
REV22767,3,average,2022-09-04,CUST4033,PROD107
REV22768,4,average,2023-04-20,CUST5362,PROD109
REV22769,2,good,2024-07-14,CUST4266,PROD107
REV22770,5,very bad,2024-04-25,CUST3260,PROD110
REV22771,1,good,2024-07-30,CUST5684,PROD110
REV22772,1,average,2024-08-28,CUST5262,PROD107
REV22773,4,average,2024-06-05,CUST3721,PROD105
REV22774,5,good,2023-05-11,CUST1069,PROD107
REV22775,5,average,2023-10-11,CUST4178,PROD107
REV22776,3,very good,2023-05-22,CUST1839,PROD104
REV22777,3,average,2025-04-02,CUST1846,PROD101
REV22778,1,average,2023-09-07,CUST1444,PROD111
REV22779,2,very bad,2024-07-27,CUST3485,PROD104
REV22780,2,average,2025-04-04,CUST1024,PROD108
REV22781,2,very bad,2024-11-04,CUST5962,PROD113
REV22782,3,bad,2023-10-24,CUST1753,PROD111
REV22783,4,bad,2025-04-19,CUST3195,PROD112
REV22784,2,very bad,2024-11-16,CUST1160,PROD107
REV22785,3,good,2025-08-21,CUST3152,PROD105
REV22786,1,average,2024-02-05,CUST3837,PROD105
REV22787,1,bad,2024-09-01,CUST4535,PROD112
REV22788,1,average,2024-05-20,CUST4561,PROD102
REV22789,3,very bad,2024-03-06,CUST2033,PROD101
REV22790,3,good,2024-02-13,CUST4737,PROD112
REV22791,1,average,2025-01-11,CUST2139,PROD112
REV22792,1,average,2024-03-20,CUST1465,PROD108
REV22793,2,very bad,2023-05-17,CUST3325,PROD103
REV22794,2,good,2022-09-06,CUST1133,PROD108
REV22795,1,average,2025-05-09,CUST3757,PROD101
REV22796,1,average,2024-01-31,CUST4013,PROD113
REV22797,1,bad,2023-07-08,CUST3222,PROD101
REV22798,4,average,2023-01-06,CUST3993,PROD109
REV22799,4,very good,2024-07-20,CUST4789,PROD101
REV22800,3,average,2025-02-09,CUST4028,PROD111
REV22801,2,bad,2023-11-28,CUST3582,PROD100
REV22802,1,bad,2023-11-14,CUST5151,PROD107
REV22803,3,bad,2024-02-11,CUST3688,PROD105
REV22804,5,very bad,2022-09-28,CUST3279,PROD108
REV22805,4,very good,2024-01-30,CUST4996,PROD107
REV22806,5,average,2024-04-20,CUST1053,PROD113
REV22807,1,good,2024-08-23,CUST3002,PROD102
REV22808,1,average,2022-12-13,CUST4732,PROD104
REV22809,3,very bad,2023-02-25,CUST3984,PROD110
REV22810,5,good,2023-12-05,CUST2284,PROD107
REV22811,5,good,2025-02-12,CUST1107,PROD110
REV22812,5,bad,2024-05-25,CUST1642,PROD107
REV22813,1,bad,2023-05-22,CUST2632,PROD110
REV22814,5,very good,2022-11-10,CUST2268,PROD107
REV22815,3,bad,2023-02-28,CUST1357,PROD102
REV22816,3,good,2024-11-22,CUST4425,PROD100
REV22817,2,bad,2022-10-09,CUST2529,PROD105
REV22818,2,bad,2022-12-05,CUST3766,PROD105
REV22819,1,very good,2024-05-05,CUST4005,PROD101
REV22820,2,good,2023-11-10,CUST1681,PROD111
REV22821,4,bad,2023-01-05,CUST3517,PROD113
REV22822,3,good,2023-07-07,CUST5817,PROD107
REV22823,1,very bad,2025-05-08,CUST2794,PROD111
REV22824,5,very good,2023-09-06,CUST3172,PROD102
REV22825,5,bad,2023-05-23,CUST5366,PROD106
REV22826,4,bad,2025-05-07,CUST3238,PROD103
REV22827,2,average,2024-10-24,CUST3984,PROD106
REV22828,1,bad,2023-12-05,CUST3051,PROD100
REV22829,1,very bad,2022-10-30,CUST3696,PROD113
REV22830,4,bad,2023-01-30,CUST2112,PROD100
REV22831,3,very bad,2023-12-13,CUST4098,PROD106
REV22832,4,bad,2024-05-23,CUST4245,PROD106
REV22833,3,average,2024-02-22,CUST1471,PROD108
REV22834,4,good,2024-05-06,CUST1096,PROD101
REV22835,5,bad,2023-11-13,CUST1926,PROD108
REV22836,5,average,2023-12-08,CUST5183,PROD104
REV22837,2,average,2025-01-18,CUST5542,PROD111
REV22838,4,good,2024-06-26,CUST2163,PROD108
REV22839,5,very good,2023-01-29,CUST2053,PROD103
REV22840,4,very good,2023-04-06,CUST5772,PROD112
REV22841,5,bad,2024-03-22,CUST1784,PROD109
REV22842,5,very bad,2025-05-03,CUST5652,PROD100
REV22843,2,average,2024-09-06,CUST3815,PROD110
REV22844,3,bad,2023-12-26,CUST3932,PROD101
REV22845,3,very bad,2024-07-16,CUST4964,PROD100
REV22846,3,very bad,2023-04-16,CUST3751,PROD114
REV22847,1,very good,2025-01-01,CUST5345,PROD113
REV22848,4,average,2023-11-23,CUST4130,PROD110
REV22849,3,very good,2024-03-20,CUST2270,PROD112
REV22850,3,average,2024-04-10,CUST1253,PROD106
REV22851,3,very good,2024-11-24,CUST4660,PROD114
REV22852,2,good,2025-04-19,CUST1972,PROD110
REV22853,3,bad,2023-03-22,CUST2501,PROD109
REV22854,2,good,2025-04-16,CUST5400,PROD112
REV22855,1,very bad,2022-09-06,CUST1520,PROD114
REV22856,4,average,2024-04-08,CUST1201,PROD100
REV22857,1,bad,2025-08-23,CUST4467,PROD102
REV22858,1,very bad,2023-08-01,CUST5173,PROD114
REV22859,2,very good,2023-10-19,CUST2794,PROD101
REV22860,5,very bad,2023-12-19,CUST2866,PROD112
REV22861,3,good,2023-12-06,CUST5884,PROD102
REV22862,2,very bad,2025-02-28,CUST4639,PROD103
REV22863,1,bad,2023-06-19,CUST5468,PROD111
REV22864,5,very good,2025-06-30,CUST1658,PROD104
REV22865,2,very good,2024-09-29,CUST1860,PROD101
REV22866,2,bad,2024-12-02,CUST5263,PROD108
REV22867,1,very good,2025-04-17,CUST3621,PROD108
REV22868,5,good,2025-05-25,CUST4169,PROD100
REV22869,1,average,2024-12-26,CUST1139,PROD112
REV22870,2,very good,2024-07-24,CUST3798,PROD112
REV22871,1,very good,2022-11-18,CUST2854,PROD109
REV22872,4,average,2023-10-12,CUST4307,PROD103
REV22873,1,average,2022-11-17,CUST5502,PROD101
REV22874,5,good,2024-12-23,CUST4593,PROD102
REV22875,4,average,2025-08-22,CUST1920,PROD105
REV22876,2,very good,2022-09-19,CUST5500,PROD102
REV22877,3,bad,2024-05-05,CUST5066,PROD102
REV22878,2,average,2023-09-27,CUST2310,PROD107
REV22879,1,average,2023-05-27,CUST3415,PROD111
REV22880,4,average,2024-03-22,CUST4554,PROD109
REV22881,5,very bad,2023-10-13,CUST4001,PROD106
REV22882,5,good,2022-10-02,CUST1898,PROD107
REV22883,5,bad,2025-01-13,CUST1787,PROD105
REV22884,5,bad,2024-08-26,CUST3927,PROD107
REV22885,1,very good,2023-05-03,CUST2390,PROD113
REV22886,4,very bad,2025-05-06,CUST4018,PROD107
REV22887,1,bad,2023-12-30,CUST4646,PROD109
REV22888,5,average,2025-04-25,CUST2973,PROD101
REV22889,4,very good,2025-01-29,CUST1575,PROD102
REV22890,1,good,2024-07-06,CUST4538,PROD107
REV22891,4,very good,2024-11-22,CUST2781,PROD114
REV22892,3,bad,2024-12-08,CUST4756,PROD101
REV22893,5,good,2024-05-09,CUST2107,PROD112
REV22894,4,bad,2023-11-17,CUST3442,PROD103
REV22895,1,good,2023-07-30,CUST4076,PROD113
REV22896,3,very good,2025-04-30,CUST1716,PROD108
REV22897,3,very bad,2023-07-07,CUST2857,PROD106
REV22898,4,very good,2022-11-30,CUST4366,PROD102
REV22899,4,very good,2023-08-15,CUST5856,PROD104
REV22900,3,very good,2023-06-02,CUST2965,PROD111
REV22901,5,bad,2023-10-01,CUST3800,PROD107
REV22902,2,good,2023-06-03,CUST1385,PROD100
REV22903,2,average,2025-05-03,CUST4967,PROD110
REV22904,3,very good,2023-02-07,CUST4524,PROD107
REV22905,5,average,2022-12-30,CUST1271,PROD111
REV22906,2,average,2023-12-02,CUST5881,PROD113
REV22907,3,average,2024-03-10,CUST1038,PROD113
REV22908,4,very good,2023-10-23,CUST5516,PROD112
REV22909,5,average,2023-04-26,CUST4739,PROD114
REV22910,4,bad,2024-01-15,CUST5734,PROD104
REV22911,5,very good,2024-02-22,CUST5601,PROD100
REV22912,3,bad,2023-12-21,CUST1742,PROD100
REV22913,1,average,2024-01-07,CUST4673,PROD112
REV22914,3,very bad,2023-05-10,CUST3776,PROD112
REV22915,3,good,2024-09-08,CUST1630,PROD100
REV22916,2,very good,2025-06-02,CUST4073,PROD104
REV22917,2,very good,2025-08-03,CUST2456,PROD103
REV22918,5,very bad,2023-02-23,CUST4533,PROD106
REV22919,4,average,2024-06-15,CUST3652,PROD110
REV22920,5,very bad,2023-05-17,CUST5039,PROD111
REV22921,3,average,2023-03-21,CUST4953,PROD104
REV22922,5,very good,2022-12-26,CUST4574,PROD112
REV22923,3,good,2025-07-28,CUST2250,PROD104
REV22924,1,very bad,2024-10-30,CUST2045,PROD112
REV22925,5,very good,2025-08-15,CUST2167,PROD106
REV22926,5,very bad,2024-09-30,CUST4195,PROD105
REV22927,1,bad,2024-07-26,CUST1084,PROD104
REV22928,4,average,2023-07-12,CUST1454,PROD102
REV22929,5,bad,2023-02-08,CUST4559,PROD104
REV22930,1,very bad,2024-06-18,CUST5147,PROD102
REV22931,2,very good,2024-12-02,CUST5194,PROD103
REV22932,5,average,2023-09-14,CUST2206,PROD111
REV22933,5,very bad,2025-01-02,CUST3355,PROD103
REV22934,5,good,2024-06-01,CUST4086,PROD103
REV22935,2,very good,2025-01-07,CUST4482,PROD108
REV22936,1,very bad,2023-07-27,CUST2902,PROD102
REV22937,5,very good,2025-07-10,CUST2488,PROD100
REV22938,3,bad,2023-02-18,CUST1315,PROD109
REV22939,3,good,2024-12-11,CUST4375,PROD107
REV22940,1,bad,2023-06-27,CUST4289,PROD110
REV22941,5,bad,2024-12-07,CUST2021,PROD114
REV22942,1,very bad,2023-12-30,CUST2470,PROD107
REV22943,2,very bad,2023-07-17,CUST4698,PROD109
REV22944,2,average,2025-03-09,CUST3482,PROD102
REV22945,4,average,2023-10-18,CUST3134,PROD104
REV22946,1,bad,2025-02-19,CUST2148,PROD101
REV22947,3,average,2024-11-27,CUST3411,PROD107
REV22948,5,average,2025-08-16,CUST2427,PROD104
REV22949,4,very bad,2022-09-17,CUST4559,PROD108
REV22950,4,good,2023-12-11,CUST1943,PROD104
REV22951,3,very good,2023-09-18,CUST3692,PROD113
REV22952,3,average,2024-04-05,CUST4807,PROD100
REV22953,1,bad,2024-09-13,CUST2724,PROD109
REV22954,5,very good,2025-06-25,CUST3240,PROD110
REV22955,4,average,2023-11-15,CUST5424,PROD107
REV22956,1,very good,2025-03-13,CUST1465,PROD109
REV22957,1,very good,2023-05-28,CUST3564,PROD113
REV22958,4,bad,2023-09-17,CUST1919,PROD108
REV22959,2,very good,2023-05-07,CUST2896,PROD107
REV22960,3,average,2025-07-22,CUST3102,PROD111
REV22961,5,good,2023-06-30,CUST1896,PROD109
REV22962,5,good,2023-06-28,CUST1349,PROD104
REV22963,3,very good,2025-01-25,CUST4830,PROD112
REV22964,4,good,2025-08-21,CUST2489,PROD110
REV22965,4,bad,2025-01-05,CUST5084,PROD106
REV22966,1,average,2022-11-22,CUST3175,PROD108
REV22967,5,bad,2023-09-23,CUST5954,PROD112
REV22968,1,good,2023-10-10,CUST2742,PROD102
REV22969,1,very good,2025-03-05,CUST1444,PROD107
REV22970,1,bad,2022-09-26,CUST2853,PROD110
REV22971,3,average,2022-09-24,CUST5730,PROD105
REV22972,5,bad,2023-04-27,CUST5921,PROD114
REV22973,4,very good,2023-04-24,CUST1359,PROD104
REV22974,1,good,2024-04-16,CUST3156,PROD103
REV22975,2,good,2023-07-08,CUST3296,PROD104
REV22976,3,bad,2024-03-14,CUST3323,PROD114
REV22977,3,average,2024-03-19,CUST1725,PROD100
REV22978,2,good,2023-04-17,CUST1849,PROD104
REV22979,3,good,2024-04-05,CUST3931,PROD105
REV22980,3,good,2025-03-30,CUST5630,PROD102
REV22981,5,very good,2023-05-14,CUST5041,PROD104
REV22982,5,very bad,2024-07-08,CUST1456,PROD107
REV22983,3,very bad,2023-09-16,CUST5449,PROD108
REV22984,5,very good,2023-08-05,CUST2947,PROD113
REV22985,3,average,2023-08-30,CUST1193,PROD110
REV22986,4,average,2024-10-05,CUST2501,PROD102
REV22987,2,average,2023-05-23,CUST2098,PROD101
REV22988,3,good,2023-08-25,CUST1328,PROD109
REV22989,1,very bad,2024-11-17,CUST3418,PROD101
REV22990,2,very good,2023-10-02,CUST3555,PROD113
REV22991,2,very good,2023-03-07,CUST1055,PROD110
REV22992,2,very bad,2025-01-23,CUST1079,PROD103
REV22993,5,average,2022-09-24,CUST2306,PROD103
REV22994,4,very bad,2023-02-16,CUST2716,PROD108
REV22995,3,bad,2025-03-06,CUST1145,PROD110
REV22996,2,good,2024-09-27,CUST1730,PROD111
REV22997,2,very good,2023-01-06,CUST3438,PROD111
REV22998,2,very good,2024-11-19,CUST4021,PROD106
REV22999,5,very good,2024-09-12,CUST4217,PROD110
REV23000,5,average,2024-08-03,CUST3647,PROD104
REV23001,4,good,2024-10-01,CUST1095,PROD104
REV23002,2,very bad,2023-03-12,CUST2921,PROD106
REV23003,1,very bad,2024-09-25,CUST2596,PROD106
REV23004,5,very bad,2023-04-10,CUST3137,PROD113
REV23005,1,good,2024-12-27,CUST3431,PROD100
REV23006,3,average,2025-07-03,CUST3065,PROD109
REV23007,1,good,2022-09-09,CUST3003,PROD113
REV23008,3,very good,2023-03-08,CUST5242,PROD103
REV23009,2,bad,2024-05-23,CUST3174,PROD104
REV23010,5,good,2024-09-29,CUST1504,PROD112
REV23011,5,bad,2024-10-08,CUST2410,PROD110
REV23012,4,bad,2024-12-25,CUST1698,PROD114
REV23013,1,average,2023-08-07,CUST5435,PROD110
REV23014,1,good,2024-04-09,CUST2354,PROD101
REV23015,2,very good,2023-01-23,CUST4752,PROD100
REV23016,5,bad,2025-05-10,CUST4086,PROD108
REV23017,5,good,2024-02-24,CUST5411,PROD110
REV23018,3,very good,2025-07-08,CUST5930,PROD113
REV23019,4,good,2025-05-15,CUST4219,PROD107
REV23020,1,average,2022-09-23,CUST3505,PROD108
REV23021,3,very good,2025-06-15,CUST4606,PROD108
REV23022,1,very good,2022-12-15,CUST1878,PROD100
REV23023,1,good,2022-09-24,CUST1961,PROD111
REV23024,3,bad,2024-06-23,CUST1337,PROD107
REV23025,2,good,2023-05-29,CUST5446,PROD106
REV23026,3,very bad,2023-01-18,CUST4114,PROD105
REV23027,2,average,2022-09-21,CUST2460,PROD110
REV23028,2,average,2024-12-10,CUST4492,PROD105
REV23029,5,good,2024-07-12,CUST5547,PROD102
REV23030,2,very good,2022-12-02,CUST5371,PROD100
REV23031,2,bad,2023-10-28,CUST2930,PROD100
REV23032,2,bad,2024-12-26,CUST2540,PROD111
REV23033,3,good,2022-10-04,CUST3083,PROD109
REV23034,3,average,2024-09-04,CUST4497,PROD110
REV23035,2,very bad,2023-05-28,CUST4636,PROD105
REV23036,5,average,2024-10-31,CUST4824,PROD108
REV23037,2,very good,2023-03-19,CUST5663,PROD113
REV23038,2,bad,2023-02-27,CUST5956,PROD106
REV23039,5,very good,2023-02-27,CUST4928,PROD108
REV23040,3,average,2023-05-23,CUST3547,PROD108
REV23041,5,very good,2023-03-03,CUST4326,PROD102
REV23042,3,very good,2022-08-25,CUST5928,PROD106
REV23043,4,bad,2024-01-07,CUST1647,PROD101
REV23044,4,bad,2022-11-12,CUST1015,PROD104
REV23045,3,good,2024-06-20,CUST5457,PROD110
REV23046,3,very bad,2023-06-30,CUST2622,PROD114
REV23047,4,very bad,2024-08-09,CUST4387,PROD103
REV23048,5,bad,2022-09-19,CUST3727,PROD107
REV23049,3,average,2023-01-11,CUST4678,PROD108
REV23050,3,good,2023-06-24,CUST3801,PROD105
REV23051,2,very good,2023-02-17,CUST5523,PROD108
REV23052,1,bad,2025-06-02,CUST2687,PROD110
REV23053,1,good,2024-12-09,CUST5001,PROD103
REV23054,1,bad,2023-10-20,CUST4828,PROD113
REV23055,4,average,2022-11-23,CUST2524,PROD107
REV23056,4,average,2023-04-25,CUST2713,PROD111
REV23057,3,average,2024-09-04,CUST4313,PROD106
REV23058,1,bad,2024-07-26,CUST3263,PROD107
REV23059,4,good,2025-03-31,CUST2109,PROD112
REV23060,1,good,2023-03-11,CUST3411,PROD100
REV23061,5,average,2023-10-30,CUST3114,PROD105
REV23062,4,very bad,2022-12-03,CUST1646,PROD106
REV23063,4,good,2023-07-21,CUST4969,PROD102
REV23064,1,average,2025-01-05,CUST1358,PROD100
REV23065,4,very good,2025-02-03,CUST5184,PROD110
REV23066,5,very good,2024-11-19,CUST5768,PROD108
REV23067,3,good,2023-11-29,CUST5217,PROD102
REV23068,1,average,2022-09-04,CUST5785,PROD105
REV23069,4,average,2025-08-16,CUST4345,PROD112
REV23070,3,very good,2023-12-09,CUST4173,PROD102
REV23071,1,average,2023-02-19,CUST2716,PROD106
REV23072,1,very good,2023-11-22,CUST4499,PROD114
REV23073,4,very bad,2025-05-14,CUST2653,PROD108
REV23074,2,average,2025-04-17,CUST2185,PROD113
REV23075,4,good,2023-11-01,CUST3961,PROD113
REV23076,3,very good,2024-01-01,CUST2251,PROD101
REV23077,1,bad,2023-04-09,CUST5299,PROD109
REV23078,2,bad,2025-02-15,CUST4271,PROD101
REV23079,3,good,2022-09-19,CUST1850,PROD110
REV23080,1,very good,2023-10-28,CUST1693,PROD108
REV23081,4,good,2022-11-08,CUST3202,PROD113
REV23082,4,average,2025-06-16,CUST5418,PROD105
REV23083,4,very bad,2024-11-18,CUST1307,PROD107
REV23084,3,very bad,2023-04-12,CUST3678,PROD103
REV23085,3,bad,2025-07-04,CUST2348,PROD104
REV23086,3,good,2024-10-28,CUST5813,PROD108
REV23087,3,good,2025-08-17,CUST2977,PROD109
REV23088,5,average,2025-06-18,CUST3551,PROD108
REV23089,1,bad,2023-02-17,CUST1496,PROD114
REV23090,3,very bad,2024-01-20,CUST4771,PROD103
REV23091,1,bad,2022-10-11,CUST3453,PROD106
REV23092,4,bad,2024-03-24,CUST3904,PROD101
REV23093,5,very good,2025-02-13,CUST5775,PROD113
REV23094,4,bad,2023-10-05,CUST1664,PROD100
REV23095,1,very good,2023-06-19,CUST3792,PROD105
REV23096,1,very good,2024-07-28,CUST5140,PROD102
REV23097,1,very bad,2023-12-08,CUST2860,PROD107
REV23098,2,good,2025-02-22,CUST4413,PROD100
REV23099,3,average,2024-08-12,CUST4948,PROD114
REV23100,1,very bad,2025-03-27,CUST4874,PROD106
REV23101,3,very bad,2023-07-29,CUST3711,PROD105
REV23102,3,very good,2024-04-10,CUST1754,PROD109
REV23103,2,bad,2023-03-27,CUST1671,PROD100
REV23104,3,very good,2022-12-31,CUST1381,PROD102
REV23105,2,very good,2023-04-11,CUST2928,PROD105
